date;heure;GEN;LOGNES;AUT;PA15L;CERGY;NOGENT;A1;RN2;DEF;RUR-NO;PA18;OPERA;RAMBO;BOB;PA04C;RUR_S;RN6;HAUS;VITRY;RD934;BASCH;ELYS;BP_EST;TREMB
05/11/2016;7;24;20;32;n/d;31;25;40;21;25;20;26;28;13;19;18;10;20;22;17;23;38;30;18;22
05/11/2016;8;26;24;33;n/d;28;23;42;18;25;22;26;25;13;16;19;12;18;28;24;15;37;24;19;21
05/11/2016;9;26;35;35;n/d;25;21;44;22;27;15;26;23;13;19;22;15;23;27;25;24;40;25;24;25
05/11/2016;10;24;24;38;n/d;25;25;41;24;26;12;26;31;18;18;24;17;20;23;22;24;40;25;26;24
05/11/2016;11;24;23;33;n/d;17;20;42;22;24;15;24;37;11;19;21;14;17;29;19;22;43;30;23;25
05/11/2016;12;19;15;32;n/d;14;19;39;21;21;9;23;27;7;13;20;12;18;22;16;25;37;25;19;20
05/11/2016;13;14;15;25;n/d;11;15;31;18;13;10;19;21;6;15;17;10;28;18;17;24;27;24;14;20
05/11/2016;14;11;17;17;n/d;15;14;32;11;11;9;13;17;10;8;15;9;16;19;11;35;31;23;13;13
05/11/2016;15;7;n/d;22;n/d;9;11;35;10;10;9;12;23;10;10;13;6;18;23;10;31;31;28;11;12
05/11/2016;16;8;n/d;26;n/d;10;10;41;11;10;8;13;25;8;11;17;6;21;21;16;28;29;29;13;10
05/11/2016;17;11;n/d;19;n/d;10;14;37;10;10;9;14;19;5;8;10;8;28;17;12;43;27;22;13;11
05/11/2016;18;11;n/d;29;n/d;18;14;42;9;8;11;12;12;5;5;9;5;22;17;13;28;23;24;13;10
05/11/2016;19;13;n/d;31;n/d;21;14;37;11;12;9;17;19;7;12;13;3;28;19;16;25;31;24;16;13
05/11/2016;20;15;n/d;36;n/d;17;16;43;18;15;10;19;19;9;14;16;3;28;24;18;22;34;28;8;17
05/11/2016;21;17;n/d;28;n/d;19;12;30;19;15;12;20;21;14;15;17;7;25;17;14;31;31;26;20;19
05/11/2016;22;16;n/d;24;n/d;14;12;34;16;14;10;19;13;12;10;15;10;28;18;9;22;27;24;15;13
05/11/2016;23;13;n/d;31;n/d;17;14;33;13;11;9;20;19;12;17;16;10;27;20;21;23;28;18;12;14
05/11/2016;24;13;n/d;32;n/d;20;14;40;16;12;13;16;16;11;14;15;11;29;23;13;23;33;21;12;14
06/11/2016;1;13;12;31;n/d;12;15;29;15;13;14;20;20;8;11;16;8;18;15;18;15;30;29;16;13
06/11/2016;2;13;17;26;n/d;18;19;29;13;14;14;22;20;9;13;14;9;24;17;19;14;26;19;17;14
06/11/2016;3;14;16;23;n/d;15;15;36;18;13;15;20;19;14;12;13;9;21;17;16;17;25;20;13;14
06/11/2016;4;15;13;23;n/d;18;14;31;19;13;14;19;18;9;12;16;7;16;14;14;14;28;25;16;14
06/11/2016;5;16;17;24;n/d;16;15;30;20;17;13;20;16;13;11;17;7;15;14;17;13;25;21;14;15
06/11/2016;6;15;20;31;n/d;14;16;37;16;16;13;20;18;11;18;14;10;15;16;15;22;25;18;13;15
06/11/2016;7;15;18;27;n/d;19;16;41;19;15;n/d;20;19;15;16;14;8;13;15;18;18;26;20;13;13
06/11/2016;8;16;18;30;n/d;17;16;40;23;15;13;19;23;12;17;14;8;20;17;17;19;25;18;17;15
06/11/2016;9;18;19;26;n/d;24;15;44;25;16;22;21;20;18;19;18;10;18;21;16;25;30;24;17;19
06/11/2016;10;18;23;30;n/d;23;19;44;29;17;19;24;27;17;27;22;19;20;23;21;26;36;28;25;21
06/11/2016;11;21;25;26;n/d;22;23;46;22;20;23;27;26;19;22;25;18;25;26;20;36;38;30;23;21
06/11/2016;12;21;24;24;n/d;17;23;45;27;19;19;26;23;18;21;22;17;28;28;20;36;40;29;17;21
06/11/2016;13;18;22;31;n/d;19;19;42;20;17;n/d;24;20;13;15;20;11;29;23;20;21;31;27;11;19
06/11/2016;14;15;21;24;n/d;17;17;43;19;18;9;19;12;11;13;19;10;17;19;14;18;29;26;15;19
06/11/2016;15;13;16;31;n/d;16;14;43;15;12;12;16;16;9;14;16;12;19;13;10;20;24;26;14;14
06/11/2016;16;13;15;25;n/d;16;13;40;21;15;10;17;17;6;14;17;11;21;20;14;29;27;27;13;16
06/11/2016;17;12;16;30;n/d;19;15;38;17;13;10;15;26;10;17;15;7;28;13;18;30;26;24;13;14
06/11/2016;18;17;18;36;n/d;21;13;43;19;11;n/d;15;16;25;11;16;7;25;16;17;43;31;28;15;17
06/11/2016;19;18;23;28;n/d;20;17;56;21;14;n/d;17;19;17;16;17;7;23;24;19;31;29;33;18;20
06/11/2016;20;20;28;32;n/d;28;25;43;26;13;15;19;26;15;16;19;10;36;23;22;30;27;30;18;22
06/11/2016;21;23;36;26;n/d;22;28;52;16;17;10;20;31;13;18;21;12;39;19;17;60;29;24;19;28
06/11/2016;22;21;33;22;n/d;17;24;50;19;15;11;17;31;13;11;18;11;27;19;10;30;28;21;15;28
06/11/2016;23;15;27;20;n/d;16;19;44;12;12;11;14;22;12;14;15;11;17;11;17;26;22;17;14;22
06/11/2016;24;11;26;18;n/d;12;12;29;14;9;n/d;12;17;11;9;11;8;19;12;11;29;18;13;11;18
07/11/2016;1;8;19;9;n/d;11;10;26;12;9;n/d;10;9;9;8;10;10;13;10;9;24;15;10;9;16
07/11/2016;2;8;14;12;n/d;9;9;17;10;8;10;7;12;8;n/d;9;11;12;12;9;20;13;12;11;13
07/11/2016;3;8;13;10;n/d;9;9;19;10;9;8;8;9;8;9;9;8;12;10;11;15;10;15;8;9
07/11/2016;4;6;11;12;n/d;8;8;31;7;10;8;8;9;7;8;10;8;14;9;15;16;12;10;11;12
07/11/2016;5;7;9;13;n/d;9;9;39;8;9;6;8;9;6;9;8;8;23;10;13;16;21;8;24;12
07/11/2016;6;6;14;16;n/d;6;11;32;8;5;n/d;8;8;7;10;8;7;27;10;14;28;13;10;27;9
07/11/2016;7;5;13;18;n/d;4;14;31;7;7;n/d;6;7;6;7;7;10;29;14;16;25;25;14;26;12
07/11/2016;8;4;12;11;n/d;4;15;25;21;8;3;5;8;4;11;8;8;21;10;n/d;26;21;14;19;11
07/11/2016;9;7;11;14;n/d;6;12;37;20;10;4;10;13;4;10;12;n/d;15;13;n/d;25;17;15;19;9
07/11/2016;10;10;10;16;n/d;9;9;40;18;11;9;12;17;4;10;10;n/d;15;18;n/d;18;22;16;19;8
07/11/2016;11;10;6;14;n/d;13;9;46;20;11;7;11;10;8;9;15;n/d;10;13;n/d;20;21;17;19;n/d
07/11/2016;12;13;5;18;n/d;17;9;35;26;12;8;12;19;8;11;20;n/d;13;23;10;26;32;15;29;n/d
07/11/2016;13;16;9;30;n/d;13;9;28;28;15;10;n/d;22;5;12;15;n/d;19;17;12;9;25;14;25;8
07/11/2016;14;14;8;34;n/d;10;8;35;29;21;10;n/d;n/d;10;9;15;10;17;24;14;8;24;17;25;11
07/11/2016;15;10;9;26;n/d;8;9;31;22;20;10;n/d;n/d;9;8;14;9;21;19;11;14;32;11;24;13
07/11/2016;16;8;13;24;n/d;9;12;34;20;19;7;n/d;n/d;11;8;12;8;20;17;13;16;28;15;27;17
07/11/2016;17;11;13;23;n/d;9;14;36;17;16;7;n/d;24;10;10;12;6;23;14;19;20;28;15;23;16
07/11/2016;18;13;10;20;n/d;9;13;36;20;18;12;n/d;23;8;9;14;7;12;15;15;24;24;18;18;14
07/11/2016;19;13;12;16;n/d;10;12;30;22;16;11;n/d;24;10;8;14;9;19;13;14;20;30;21;22;13
07/11/2016;20;12;14;17;n/d;16;15;33;25;16;16;n/d;27;9;9;16;9;17;13;14;19;26;16;17;16
07/11/2016;21;13;19;32;n/d;21;15;31;21;17;12;n/d;27;13;17;19;8;20;13;17;17;28;25;13;20
07/11/2016;22;18;11;39;n/d;20;16;31;18;19;14;n/d;18;11;16;18;7;21;17;16;14;29;31;14;20
07/11/2016;23;17;21;30;n/d;19;18;36;22;22;15;n/d;20;9;17;17;11;22;26;21;19;32;29;14;18
07/11/2016;24;17;19;23;n/d;24;17;32;21;22;15;n/d;19;15;21;19;12;20;26;17;10;27;19;15;18
08/11/2016;1;18;19;27;n/d;19;19;29;21;21;n/d;n/d;22;11;22;19;10;23;26;24;11;29;26;17;20
08/11/2016;2;20;43;25;n/d;17;18;26;17;19;15;n/d;22;17;16;19;11;22;21;16;14;24;21;19;19
08/11/2016;3;20;32;22;n/d;15;17;29;16;17;12;n/d;19;13;16;19;13;25;19;17;19;23;22;17;21
08/11/2016;4;17;21;20;n/d;12;16;38;15;16;9;n/d;18;11;16;15;11;24;17;15;24;23;14;16;18
08/11/2016;5;14;17;28;n/d;14;15;37;17;15;6;n/d;17;12;13;13;9;31;7;16;25;25;17;11;18
08/11/2016;6;15;17;42;n/d;11;14;61;20;14;5;n/d;18;10;16;11;6;29;10;16;39;32;20;9;18
08/11/2016;7;16;16;41;n/d;13;14;65;22;13;9;n/d;16;8;15;11;8;35;19;18;38;36;25;7;20
08/11/2016;8;15;18;38;n/d;17;14;59;31;17;11;n/d;25;13;12;14;5;76;26;25;53;29;40;12;20
08/11/2016;9;21;19;37;n/d;11;21;51;31;22;10;n/d;30;10;18;19;5;34;37;18;61;30;33;19;23
08/11/2016;10;17;17;39;n/d;13;23;70;24;21;9;n/d;36;9;21;20;7;30;34;20;51;30;23;20;22
08/11/2016;11;14;38;42;n/d;13;23;66;24;15;8;n/d;27;11;17;19;10;41;33;17;40;36;31;19;28
08/11/2016;12;17;22;34;n/d;15;18;55;26;16;8;n/d;29;8;18;19;9;34;23;18;32;n/d;28;18;23
08/11/2016;13;12;16;24;n/d;11;15;70;19;14;9;n/d;24;6;17;18;6;n/d;23;11;38;n/d;31;20;22
08/11/2016;14;9;13;30;n/d;10;18;51;21;15;10;n/d;28;5;18;18;4;37;21;20;39;n/d;35;14;19
08/11/2016;15;9;12;28;n/d;12;16;59;16;12;12;n/d;27;9;18;19;2;22;24;13;37;n/d;45;16;21
08/11/2016;16;10;10;31;n/d;16;12;57;16;14;10;n/d;28;6;22;18;4;26;28;11;26;32;35;20;18
08/11/2016;17;11;15;30;n/d;19;15;54;12;12;8;n/d;18;7;10;14;4;40;28;17;29;28;32;27;22
08/11/2016;18;13;25;27;n/d;21;15;68;21;13;11;n/d;27;15;11;13;7;36;27;23;31;24;49;32;21
08/11/2016;19;13;19;28;n/d;25;18;50;24;12;12;n/d;23;18;14;14;10;30;31;22;37;30;25;33;24
08/11/2016;20;13;18;27;n/d;26;17;40;20;15;12;n/d;23;15;11;17;11;35;27;27;36;32;28;31;23
08/11/2016;21;13;21;31;n/d;20;22;50;23;16;17;n/d;24;12;12;18;8;35;26;26;26;29;26;42;22
08/11/2016;22;11;20;23;n/d;18;24;33;24;15;15;n/d;20;14;18;18;13;30;20;24;26;31;19;37;24
08/11/2016;23;11;19;19;n/d;16;21;36;27;16;12;n/d;21;11;20;19;12;19;22;18;22;32;20;27;21
08/11/2016;24;15;19;17;n/d;18;21;31;23;15;13;n/d;19;15;18;20;14;18;18;21;14;23;18;24;18
09/11/2016;1;15;23;16;n/d;21;20;30;21;14;16;n/d;23;17;20;20;11;16;17;16;n/d;21;23;14;19
09/11/2016;2;14;14;9;n/d;17;15;25;20;14;11;n/d;20;9;16;17;11;13;19;16;n/d;18;14;15;17
09/11/2016;3;12;12;14;n/d;16;14;26;12;13;9;n/d;19;8;n/d;15;11;11;14;13;n/d;14;13;16;15
09/11/2016;4;12;12;16;n/d;10;11;26;9;12;7;n/d;14;5;14;13;6;17;9;9;n/d;12;8;15;13
09/11/2016;5;9;10;7;n/d;9;8;33;14;9;6;n/d;14;5;7;9;4;13;6;10;n/d;13;10;17;10
09/11/2016;6;6;11;16;n/d;7;8;36;17;8;5;n/d;14;6;8;8;2;10;6;8;n/d;12;11;26;9
09/11/2016;7;5;7;13;n/d;5;7;32;16;6;3;n/d;n/d;5;6;9;3;11;14;6;n/d;20;12;25;5
09/11/2016;8;6;8;15;n/d;2;9;22;16;9;5;n/d;n/d;4;5;9;6;17;17;8;n/d;15;13;31;7
09/11/2016;9;7;12;14;n/d;3;8;28;21;9;5;n/d;n/d;5;6;9;6;15;16;11;n/d;14;14;23;7
09/11/2016;10;8;7;22;n/d;4;8;27;18;10;2;n/d;n/d;4;6;8;2;16;14;10;n/d;18;15;n/d;8
09/11/2016;11;8;7;27;n/d;8;12;35;24;9;4;n/d;n/d;8;17;11;3;23;20;11;n/d;19;17;n/d;7
09/11/2016;12;7;11;19;n/d;11;10;34;15;10;10;n/d;n/d;10;14;13;9;22;20;13;n/d;15;14;16;8
09/11/2016;13;7;11;17;n/d;n/d;8;35;11;10;8;8;n/d;7;11;12;7;16;22;9;n/d;17;18;10;12
09/11/2016;14;7;8;17;n/d;n/d;8;30;17;14;11;11;n/d;12;14;12;8;16;25;13;n/d;17;19;12;9
09/11/2016;15;8;11;27;n/d;15;9;37;12;12;12;14;n/d;12;11;n/d;11;14;23;13;n/d;22;23;16;12
09/11/2016;16;11;7;25;n/d;16;12;43;20;16;17;14;n/d;12;12;15;8;20;25;20;n/d;26;23;13;11
09/11/2016;17;12;13;18;n/d;16;13;39;24;13;12;14;n/d;12;15;14;12;18;25;13;n/d;24;18;15;13
09/11/2016;18;13;12;17;n/d;17;15;38;18;13;17;15;n/d;11;16;15;9;22;26;18;n/d;21;23;15;17
09/11/2016;19;12;15;18;n/d;16;13;37;20;15;9;14;n/d;10;18;14;9;15;21;11;n/d;22;20;16;18
09/11/2016;20;10;15;19;n/d;9;10;30;16;11;6;11;n/d;7;7;12;8;21;17;15;n/d;18;17;11;14
09/11/2016;21;5;6;26;n/d;7;8;26;6;7;3;8;n/d;7;3;12;10;17;7;15;n/d;13;11;7;10
09/11/2016;22;4;7;23;n/d;6;6;28;9;6;6;7;n/d;7;5;10;8;11;19;9;n/d;14;18;17;7
09/11/2016;23;4;6;16;n/d;5;8;30;8;5;6;7;n/d;5;6;10;6;13;12;7;n/d;9;5;5;11
09/11/2016;24;2;8;11;n/d;5;5;23;7;5;8;6;n/d;4;5;8;4;8;14;7;n/d;6;8;4;8
10/11/2016;1;2;7;11;n/d;8;3;16;9;5;7;7;n/d;10;5;7;5;5;12;n/d;8;5;9;2;8
10/11/2016;2;4;6;8;n/d;6;4;18;9;6;6;6;n/d;7;4;5;4;9;8;7;7;5;10;3;10
10/11/2016;3;3;6;8;n/d;4;5;17;7;4;7;6;n/d;4;4;5;5;9;6;7;6;11;9;5;9
10/11/2016;4;4;6;9;n/d;7;6;30;11;5;7;5;n/d;7;5;5;7;11;10;9;7;9;10;10;10
10/11/2016;5;5;10;14;n/d;14;5;33;9;7;9;7;n/d;10;10;7;7;13;9;11;7;10;11;17;9
10/11/2016;6;7;11;26;n/d;14;7;39;14;7;11;8;n/d;8;10;7;5;21;15;12;5;21;13;26;10
10/11/2016;7;10;13;29;n/d;14;13;42;16;9;14;11;n/d;7;12;10;7;18;21;16;15;23;21;27;13
10/11/2016;8;9;15;28;n/d;13;13;38;16;11;10;14;n/d;6;13;12;7;23;24;12;20;15;21;19;15
10/11/2016;9;8;15;24;n/d;9;13;38;12;11;7;13;n/d;8;14;15;4;23;29;10;18;16;18;12;17
10/11/2016;10;6;14;28;n/d;7;11;51;16;13;4;13;n/d;5;10;13;2;21;21;8;18;18;15;15;14
10/11/2016;11;5;14;21;n/d;7;9;47;11;11;2;11;n/d;5;10;14;3;15;28;10;13;20;27;14;13
10/11/2016;12;5;10;20;n/d;7;9;56;19;11;5;10;n/d;5;9;13;4;18;28;8;26;22;23;12;12
10/11/2016;13;5;7;25;n/d;6;7;50;15;8;7;10;n/d;4;7;12;6;23;31;9;30;18;25;12;10
10/11/2016;14;5;7;20;n/d;9;10;61;15;11;6;9;n/d;4;11;14;6;17;25;8;19;16;21;11;11
10/11/2016;15;4;10;23;n/d;7;8;61;13;8;4;8;13;7;13;13;4;17;22;12;25;18;14;12;10
10/11/2016;16;6;13;22;n/d;8;8;62;14;9;9;10;18;7;11;11;8;24;29;12;32;19;25;12;10
10/11/2016;17;8;13;23;n/d;7;11;55;16;12;7;11;16;10;12;11;6;29;25;10;26;19;21;9;13
10/11/2016;18;8;15;20;n/d;5;11;25;11;15;4;11;23;10;8;12;8;24;20;13;22;25;22;12;13
10/11/2016;19;9;12;15;n/d;6;10;29;9;10;2;9;13;9;4;n/d;7;23;14;8;20;17;15;n/d;11
10/11/2016;20;6;9;17;n/d;5;10;35;9;11;6;10;14;7;4;n/d;4;15;18;9;18;23;17;n/d;11
10/11/2016;21;7;9;23;n/d;7;11;34;8;8;7;9;9;5;6;n/d;4;10;19;8;10;13;15;8;12
10/11/2016;22;7;12;22;n/d;10;10;40;11;8;8;11;13;5;12;13;4;12;12;6;15;20;14;13;11
10/11/2016;23;9;11;20;n/d;13;13;57;10;9;11;11;5;8;10;12;4;12;13;9;13;22;16;11;10
10/11/2016;24;10;10;16;n/d;11;13;84;15;11;13;12;11;14;11;13;4;13;15;14;11;23;19;13;9
11/11/2016;1;13;10;16;n/d;17;13;41;15;12;11;14;12;11;13;14;5;17;18;12;14;18;14;12;10
11/11/2016;2;13;12;18;n/d;15;10;27;15;12;8;15;18;11;9;12;5;13;18;12;13;18;19;13;13
11/11/2016;3;11;12;10;n/d;12;12;18;12;11;7;11;10;8;9;11;7;13;14;11;10;16;21;11;14
11/11/2016;4;9;9;10;n/d;9;8;19;13;9;9;9;7;8;9;11;7;11;14;n/d;10;13;12;11;12
11/11/2016;5;7;8;14;n/d;6;10;28;10;7;9;10;n/d;8;10;9;8;13;12;10;11;9;20;9;8
11/11/2016;6;7;7;14;n/d;9;8;26;11;7;12;9;1;6;7;9;8;12;8;14;18;15;17;9;9
11/11/2016;7;8;10;23;n/d;10;8;24;14;6;10;9;11;7;7;9;8;14;7;13;7;16;18;15;11
11/11/2016;8;10;10;19;n/d;10;10;25;13;9;7;11;5;13;10;10;6;12;13;11;20;23;13;11;12
11/11/2016;9;12;9;21;n/d;13;10;26;13;9;9;11;5;10;9;12;5;17;16;15;13;26;15;12;13
11/11/2016;10;12;11;22;n/d;10;11;38;14;10;11;14;10;10;9;12;7;30;15;13;14;28;14;14;12
11/11/2016;11;12;11;22;n/d;8;12;29;13;11;14;15;24;13;11;13;5;27;20;12;13;29;14;15;11
11/11/2016;12;11;15;26;n/d;10;14;29;13;13;12;15;17;9;9;14;6;25;19;14;22;35;27;19;13
11/11/2016;13;12;16;21;n/d;13;14;29;19;12;15;15;18;10;8;13;6;17;21;13;21;26;31;17;15
11/11/2016;14;11;13;20;n/d;11;12;28;18;11;15;15;14;9;9;14;7;17;21;8;20;27;27;14;18
11/11/2016;15;10;11;25;n/d;13;13;32;18;13;15;14;23;8;10;15;7;18;20;15;27;30;27;20;16
11/11/2016;16;10;13;23;n/d;12;14;32;22;15;14;16;25;9;12;17;6;21;15;13;17;30;25;22;19
11/11/2016;17;13;15;26;n/d;22;16;35;29;16;18;19;23;20;22;18;6;20;18;14;33;28;37;25;24
11/11/2016;18;20;20;28;n/d;29;21;62;35;20;19;26;24;26;21;20;13;36;24;21;42;28;39;30;35
11/11/2016;19;29;27;34;n/d;40;26;73;50;26;31;31;34;32;23;23;15;47;30;24;63;41;n/d;36;47
11/11/2016;20;39;33;31;n/d;29;30;75;48;25;30;36;27;n/d;28;25;13;101;24;27;70;36;n/d;50;31
11/11/2016;21;46;41;42;n/d;34;40;63;59;28;29;36;32;n/d;31;29;13;48;27;32;54;39;n/d;51;n/d
11/11/2016;22;37;53;42;n/d;38;46;59;56;29;24;35;33;n/d;50;30;10;81;27;45;47;37;n/d;48;n/d
11/11/2016;23;41;51;34;n/d;57;55;78;52;27;22;34;34;n/d;49;30;9;53;39;54;37;51;n/d;68;n/d
11/11/2016;24;51;47;32;n/d;58;51;87;49;27;24;31;34;26;51;29;11;44;31;58;43;48;n/d;65;n/d
12/11/2016;1;55;46;33;n/d;52;66;77;74;30;28;31;41;20;69;29;10;40;31;53;40;44;n/d;69;n/d
12/11/2016;2;56;46;37;n/d;46;67;75;61;29;34;27;32;24;56;34;12;41;30;60;36;52;n/d;67;58
12/11/2016;3;53;36;37;n/d;42;51;69;50;29;35;30;34;16;50;41;17;38;37;57;39;48;41;66;39
12/11/2016;4;51;30;38;n/d;47;48;71;38;30;35;33;34;20;45;43;17;34;40;54;35;50;40;51;44
12/11/2016;5;48;24;41;n/d;44;44;71;43;33;32;37;36;19;44;42;22;33;32;45;39;59;51;49;38
12/11/2016;6;40;23;39;n/d;44;45;59;49;33;30;37;34;19;40;36;23;31;37;38;37;56;37;57;39
12/11/2016;7;32;25;44;n/d;41;40;56;46;34;28;35;37;22;39;37;23;34;40;42;36;57;40;46;37
12/11/2016;8;34;28;41;n/d;46;31;61;45;34;29;38;40;22;39;40;25;36;34;40;43;52;41;48;39
12/11/2016;9;35;23;43;n/d;43;32;65;52;36;27;36;44;23;28;40;23;34;36;43;41;51;47;55;45
12/11/2016;10;34;26;43;n/d;40;36;68;50;37;24;38;49;19;25;39;25;43;43;38;34;48;45;52;43
12/11/2016;11;37;24;41;n/d;33;32;60;44;34;24;39;47;17;30;40;20;37;39;41;31;52;54;45;43
12/11/2016;12;37;25;38;n/d;27;31;66;42;35;24;38;45;21;30;38;n/d;31;38;31;27;49;62;46;35
12/11/2016;13;34;22;39;n/d;34;28;56;50;33;21;35;47;12;21;38;n/d;34;44;27;22;48;n/d;44;36
12/11/2016;14;32;30;31;n/d;31;26;56;45;33;24;34;42;15;20;37;n/d;33;43;30;31;47;n/d;41;38
12/11/2016;15;29;34;26;n/d;31;23;46;40;38;22;31;37;15;25;34;13;29;39;34;24;43;n/d;48;39
12/11/2016;16;27;34;23;n/d;32;25;63;43;29;26;32;36;15;28;34;11;25;40;34;28;41;n/d;46;41
12/11/2016;17;28;30;28;n/d;29;28;46;38;29;29;32;41;20;28;33;9;23;41;37;25;44;n/d;41;39
12/11/2016;18;26;25;34;n/d;30;28;54;37;30;25;31;36;17;25;32;10;25;36;32;21;45;n/d;36;35
12/11/2016;19;24;20;28;n/d;30;23;46;30;27;18;28;41;16;17;29;10;28;30;26;20;33;n/d;33;32
12/11/2016;20;22;19;20;n/d;25;20;48;31;21;15;26;31;9;20;25;11;24;22;22;16;30;n/d;36;27
12/11/2016;21;19;17;23;n/d;18;22;44;32;19;13;28;28;8;19;25;9;25;28;22;17;31;30;32;24
12/11/2016;22;19;16;18;n/d;23;20;33;25;18;12;24;28;6;14;24;6;19;25;18;13;33;32;27;22
12/11/2016;23;17;16;18;n/d;22;18;37;21;15;14;21;24;5;10;21;5;12;18;16;14;24;22;29;23
12/11/2016;24;14;13;12;n/d;20;15;40;21;13;13;18;13;7;n/d;18;7;12;17;9;12;21;38;27;22
13/11/2016;1;13;11;9;n/d;13;14;28;22;12;9;14;7;6;n/d;15;5;11;19;10;n/d;21;16;21;19
13/11/2016;2;10;12;7;n/d;12;12;25;15;11;11;13;8;4;n/d;14;4;10;14;10;n/d;18;19;16;16
13/11/2016;3;10;10;9;n/d;14;8;22;13;9;12;12;11;3;n/d;12;3;12;12;11;n/d;16;13;11;17
13/11/2016;4;9;8;10;n/d;14;9;18;17;8;10;11;9;5;n/d;10;4;14;12;12;n/d;15;8;22;13
13/11/2016;5;10;11;12;n/d;15;7;18;16;9;15;11;7;7;10;9;3;11;8;13;n/d;17;12;18;16
13/11/2016;6;10;17;13;n/d;15;10;20;13;10;12;10;6;5;9;9;1;14;8;10;n/d;13;10;19;15
13/11/2016;7;10;18;15;n/d;15;12;25;16;12;9;12;5;6;12;9;3;13;12;11;n/d;16;8;19;15
13/11/2016;8;11;14;16;n/d;14;15;31;18;14;15;16;11;8;10;14;4;21;10;15;n/d;17;18;23;18
13/11/2016;9;14;13;20;n/d;15;17;36;19;15;10;19;3;8;13;16;6;21;14;13;n/d;21;17;16;19
13/11/2016;10;16;20;20;n/d;13;16;30;16;17;9;16;12;7;15;15;7;21;14;16;n/d;20;18;18;20
13/11/2016;11;15;19;29;n/d;14;18;27;15;18;14;17;25;12;n/d;17;6;20;15;13;n/d;22;n/d;23;21
13/11/2016;12;14;17;30;n/d;20;17;29;19;19;16;19;24;11;n/d;17;3;18;20;14;n/d;24;n/d;26;23
13/11/2016;13;15;14;29;n/d;16;17;35;22;22;13;18;19;11;18;17;11;25;16;15;n/d;31;n/d;22;20
13/11/2016;14;21;13;37;n/d;18;17;57;33;23;15;25;28;12;22;24;9;26;21;24;n/d;42;n/d;27;21
13/11/2016;15;22;14;28;n/d;16;25;52;30;24;15;28;33;12;21;28;11;34;21;23;n/d;36;n/d;26;27
13/11/2016;16;20;24;24;n/d;8;23;34;23;18;14;24;30;12;14;25;14;37;20;25;n/d;30;n/d;23;30
13/11/2016;17;16;26;23;n/d;14;19;33;18;16;16;21;23;13;13;20;12;33;17;15;n/d;28;n/d;17;22
13/11/2016;18;15;23;32;n/d;17;24;36;15;14;14;19;22;8;15;18;12;26;22;14;n/d;32;n/d;13;18
13/11/2016;19;15;20;34;n/d;15;28;32;18;16;16;20;20;14;12;19;11;28;19;20;n/d;31;n/d;19;16
13/11/2016;20;15;14;28;n/d;17;23;31;21;18;18;21;20;18;16;21;10;24;16;20;n/d;38;n/d;15;16
13/11/2016;21;18;16;26;n/d;17;20;28;22;17;15;22;22;17;13;21;12;22;15;17;n/d;36;n/d;17;18
13/11/2016;22;20;16;19;n/d;20;16;26;19;16;15;20;26;10;13;21;17;19;16;15;n/d;30;23;19;17
13/11/2016;23;17;14;23;n/d;14;19;31;18;15;15;19;21;12;16;19;14;17;14;17;n/d;29;25;19;18
13/11/2016;24;17;11;24;n/d;15;19;21;25;18;16;20;22;13;19;19;12;13;15;23;n/d;34;25;18;18
14/11/2016;1;19;18;26;n/d;18;18;26;32;19;16;22;17;12;15;22;16;15;20;16;21;31;22;n/d;16
14/11/2016;2;22;15;20;n/d;20;20;27;20;20;16;24;21;14;16;22;11;17;21;22;21;24;21;n/d;19
14/11/2016;3;20;21;n/d;n/d;24;22;28;19;19;21;22;18;19;17;18;9;18;16;16;25;18;18;n/d;20
14/11/2016;4;20;26;n/d;n/d;21;21;31;20;20;24;21;21;13;18;16;11;22;15;18;28;20;16;19;23
14/11/2016;5;20;25;25;n/d;25;21;35;17;19;25;22;17;15;18;18;18;30;14;15;14;24;19;23;21
14/11/2016;6;23;32;24;n/d;32;23;43;26;19;23;21;26;13;17;19;16;31;18;19;16;32;16;32;24
14/11/2016;7;24;25;31;n/d;30;25;39;40;21;23;22;30;16;28;19;14;36;25;26;24;38;25;41;29
14/11/2016;8;26;20;33;n/d;32;26;49;42;26;25;27;37;19;26;24;21;29;29;25;44;48;34;40;27
14/11/2016;9;27;20;29;n/d;33;23;41;45;32;27;27;37;21;22;29;17;28;38;24;67;49;36;32;25
14/11/2016;10;31;24;41;n/d;27;24;48;47;43;22;27;40;15;23;32;15;35;37;21;49;46;n/d;37;27
14/11/2016;11;32;22;53;n/d;33;25;66;45;47;17;29;33;17;25;27;12;36;29;34;32;41;n/d;46;24
14/11/2016;12;29;17;54;n/d;32;22;59;47;36;30;29;34;26;20;29;13;42;27;24;29;44;42;40;21
14/11/2016;13;29;17;61;n/d;31;15;63;44;30;28;27;38;20;20;26;11;37;34;23;36;48;36;39;20
14/11/2016;14;27;15;57;n/d;27;16;65;42;39;28;32;40;20;23;30;10;27;46;29;31;54;51;37;18
14/11/2016;15;32;19;59;n/d;29;21;80;46;38;25;35;40;25;29;34;10;40;53;28;35;55;66;55;21
14/11/2016;16;37;19;56;n/d;27;28;79;66;37;24;40;45;21;26;38;11;29;49;30;52;49;61;61;26
14/11/2016;17;37;23;51;n/d;31;33;78;61;33;27;40;45;25;31;39;11;32;45;30;69;59;65;58;28
